state,date,state_new_cases_per_100000,state_new_deaths_per_100000
North Dakota,2020-11-12,175.47037997466046,1.8984918633243737
South Dakota,2020-11-12,154.88276933016712,1.376050598763368
Iowa,2020-11-12,139.92196176031203,0.5975644338267094
Wyoming,2020-11-12,125.36673261362868,0.5434998970119622
Wisconsin,2020-11-12,113.03849890463137,0.31942517916707946
Nebraska,2020-11-12,107.67244364183722,0.6069659580732174
Minnesota,2020-11-12,94.0214168893917,0.6111015171677824
Illinois,2020-11-12,92.84252198400763,0.5975945524241273
Utah,2020-11-12,87.43335004689816,0.2486472293707422
Montana,2020-11-12,81.53402271475706,0.8745134401137148
Indiana,2020-11-12,74.26704431850072,0.6446620814067441
Idaho,2020-11-12,70.85020704500265,0.6350444189058538
Alaska,2020-11-12,70.47507722683127,0.2318839007482663
Missouri,2020-11-12,69.18474183752683,0.5456665619839999
Rhode Island,2020-11-12,67.74613052874498,0.37831677409286735
Colorado,2020-11-12,66.70103259308472,0.28847011463658384
New Mexico,2020-11-12,65.89870899882983,0.6409191821432184
Kansas,2020-11-12,61.20535392287851,0.3826193281149644
Michigan,2020-11-12,58.480989484204294,0.5031055186043498
Oklahoma,2020-11-12,53.68545748132361,0.2462542596787942
Tennessee,2020-11-12,52.65664304779462,0.5887731332745447
Arkansas,2020-11-12,50.4627840037162,0.50732872678407
Ohio,2020-11-12,48.01281361419989,0.24073005366723235
Kentucky,2020-11-12,46.04711035399233,0.2813086199495927
Nevada,2020-11-12,44.81952232934967,0.2636442489961745
Connecticut,2020-11-12,35.343644030436664,0.279903097547629
West Virginia,2020-11-12,34.41239273642287,0.5775731075758985
Alabama,2020-11-12,33.54957608332953,0.5464546834398862
Mississippi,2020-11-12,32.4219076989014,0.5213408202830709
Pennsylvania,2020-11-12,31.742570113671675,0.2889031518553048
New Jersey,2020-11-12,31.698419041546742,0.1474992479109886
Massachusetts,2020-11-12,31.104225654937323,0.32497125170725816
Arizona,2020-11-12,27.477234654359684,0.3048114756361371
Texas,2020-11-12,27.167486968172256,0.28221182296817504
Delaware,2020-11-12,26.48342433757836,0.2367730215235982
South Carolina,2020-11-12,24.870149781860288,0.258451450957067
North Carolina,2020-11-12,24.47951677738592,0.2173615752502499
Florida,2020-11-12,24.305934577738967,0.2756425379677525
Louisiana,2020-11-12,23.56234299818583,0.3126624202946881
Maryland,2020-11-12,23.48992622194185,0.1868364533972957
Oregon,2020-11-12,20.58981371427726,0.12265215966829511
Washington,2020-11-12,20.485586332910053,0.1441161018425761
New York,2020-11-12,19.70094578356009,0.08627479114566833
Puerto Rico,2020-11-12,19.453528516474798,0.24130299863574609
Virginia,2020-11-12,18.155519956420086,0.1487493374079929
New Hampshire,2020-11-12,17.556017215424287,0.09510062235616584
California,2020-11-12,17.068287077561028,0.09932491165606532
District of Columbia,2020-11-12,16.77829896577005,0.1423578734580863
Georgia,2020-11-12,16.054603485440097,0.41152243814448913
Maine,2020-11-12,12.11442882717027,0.09638345372548199
Vermont,2020-11-12,7.937103524035645,0.022353540401629256
Hawaii,2020-11-12,7.532606683182083,0.03027122311932987
Guam,2020-11-12,,
Northern Mariana Islands,2020-11-12,,
American Samoa,2020-11-12,,
Virgin Islands,2020-11-12,,
North Dakota,2020-11-11,170.50904053141986,2.2366155007979454
South Dakota,2020-11-11,144.19514075048033,1.7330983241426603
Iowa,2020-11-11,141.3974959959064,0.5703160025917694
Wisconsin,2020-11-11,108.27378298490702,0.38083325076785896
Wyoming,2020-11-11,107.06774881996479,0.5434998970119622
Nebraska,2020-11-11,104.06589442213317,0.45924153616812174
Illinois,2020-11-11,89.74011622248663,0.6525349499414492
Minnesota,2020-11-11,85.66310217514003,0.5754583840579671
Kansas,2020-11-11,83.3588069421022,0.3826193281149644
Utah,2020-11-11,82.40789217694446,0.23947322218021863
Montana,2020-11-11,82.23344519700088,0.9140501080198249
Idaho,2020-11-11,71.7212554041482,0.5620770170926138
Indiana,2020-11-11,69.61528587341252,0.6361442931266829
Alaska,2020-11-11,67.24090703218441,0.2318839007482663
Missouri,2020-11-11,66.24894800448939,0.5363626451329415
Rhode Island,2020-11-11,62.88192260584594,0.39155786118611763
Colorado,2020-11-11,62.11606085016339,0.2758286975618218
New Mexico,2020-11-11,59.87845919783452,0.6748024747211548
Michigan,2020-11-11,56.75458424766517,0.5059066628717832
Oklahoma,2020-11-11,52.75800966706474,0.2825203349970924
Tennessee,2020-11-11,49.755170228699804,0.5971926186224245
Arkansas,2020-11-11,49.22548588587592,0.47414829991787844
Kentucky,2020-11-11,45.82980671837493,0.2877986358434178
Ohio,2020-11-11,45.39746208587202,0.23833472975014547
Nevada,2020-11-11,43.86842570109597,0.2965997801206963
Connecticut,2020-11-11,37.459151641701645,0.2838217409132959
Mississippi,2020-11-11,34.05289750981909,0.4784817162392475
West Virginia,2020-11-11,33.32868173783608,0.625196585285896
Alabama,2020-11-11,31.740403950922598,0.5699823092712554
Texas,2020-11-11,31.12043842477722,0.3473992699772436
Massachusetts,2020-11-11,29.4773410426231,0.33120119545376375
New Jersey,2020-11-11,29.246496612231883,0.13627403878534255
Arizona,2020-11-11,28.943285823087194,0.3366033404325869
Pennsylvania,2020-11-11,28.033678299313035,0.2878100047942307
Delaware,2020-11-11,26.705722152545935,0.17680430864862573
Florida,2020-11-11,24.741910835202525,0.2535291611353881
North Carolina,2020-11-11,24.43271229108924,0.2628177841639043
Maryland,2020-11-11,22.830289283729606,0.18203728851818005
South Carolina,2020-11-11,22.830074858476195,0.2556977825298227
Oregon,2020-11-11,19.502409255895117,0.12623150284927648
New York,2020-11-11,18.385127290369272,0.12281109059881613
Virginia,2020-11-11,17.89559017502995,0.13700905821241335
New Hampshire,2020-11-11,16.73476067817802,0.08404241045428608
Washington,2020-11-11,16.17271956506132,0.12513948806404168
California,2020-11-11,16.12681129240063,0.10834985272534892
District of Columbia,2020-11-11,15.82165405613171,0.20357175904506336
Georgia,2020-11-11,15.266921590668735,0.38566563445419094
Puerto Rico,2020-11-11,14.81274918603272,0.22815808820422684
Louisiana,2020-11-11,13.911868253455273,0.25450763930645165
Maine,2020-11-11,12.071840789477616,0.08517607538530966
Hawaii,2020-11-11,7.553022159239306,0.03027122311932987
Vermont,2020-11-11,6.1136932998456,0.022353540401629256
Guam,2020-11-11,,
Northern Mariana Islands,2020-11-11,,
American Samoa,2020-11-11,,
Virgin Islands,2020-11-11,,
North Dakota,2020-11-10,172.25754759057304,2.2366155007979454
South Dakota,2020-11-10,137.31375427182098,1.5222701434425068
Iowa,2020-11-10,133.53093726682394,0.5341959890942907
Wyoming,2020-11-10,114.26306433550214,0.8412132163943109
Wisconsin,2020-11-10,105.12597427259816,0.4226320221935995
Nebraska,2020-11-10,101.24513546070322,0.5183313049301601
Illinois,2020-11-10,84.00049289385201,0.5426541549068055
Minnesota,2020-11-10,82.95939231309498,0.5066671371560237
Utah,2020-11-10,81.39115910417402,0.23504439112272446
Montana,2020-11-10,80.57949458959527,0.8472143122737821
Idaho,2020-11-10,68.4394324960324,0.5455453401193017
Indiana,2020-11-10,66.75898753683197,0.6232928932655377
Alaska,2020-11-10,65.55534160159905,0.15458926716551086
Missouri,2020-11-10,63.609410471183,0.5409329902527596
Kansas,2020-11-10,59.7332655563608,0.4021967982249761
Colorado,2020-11-10,59.489982028118725,0.2909281679566765
Rhode Island,2020-11-10,57.49090857502258,0.33764772087788403
New Mexico,2020-11-10,56.63329878191949,0.6748024747211548
Michigan,2020-11-10,53.5775864440624,0.47589440286356977
Oklahoma,2020-11-10,49.3850110535447,0.27541928528441856
Tennessee,2020-11-10,49.360488389234284,0.45996977847890924
Arkansas,2020-11-10,46.05443249027399,0.5166192463066037
Nevada,2020-11-10,43.68486339273238,0.24485959625519707
Ohio,2020-11-10,43.194020724000346,0.21267054492421453
Kentucky,2020-11-10,42.41538697726838,0.2781755088284357
Connecticut,2020-11-10,32.428733172575654,0.2880202873765102
Mississippi,2020-11-10,31.709040257422494,0.4590611847193901
Alabama,2020-11-10,31.091450654078226,0.3887172963443593
Texas,2020-11-10,29.894559043155592,0.3508833665570976
West Virginia,2020-11-10,29.42854041793478,0.5930784259000837
New Jersey,2020-11-10,28.231400950999717,0.14435618935580768
Massachusetts,2020-11-10,27.519400117267825,0.3084546566583828
Pennsylvania,2020-11-10,26.73970450673301,0.26438542491407085
Arizona,2020-11-10,26.523060396455712,0.34259917458279454
Delaware,2020-11-10,24.903558936320465,0.14785389553657005
Florida,2020-11-10,23.792819725507734,0.24010150556414347
North Carolina,2020-11-10,23.477939292847775,0.27928602934236807
South Carolina,2020-11-10,21.877698963853575,0.26415547841350145
Maryland,2020-11-10,21.142307153833755,0.16780528232494055
Washington,2020-11-10,18.95763716475589,0.15539590723541127
Oregon,2020-11-10,18.575120749142208,0.12265215966829511
Virginia,2020-11-10,17.16264454484992,0.12914307115137505
Louisiana,2020-11-10,17.0264752322865,0.32811313701480993
New York,2020-11-10,16.415749110041755,0.12132712325408045
California,2020-11-10,15.90144056513827,0.1159338368171839
Georgia,2020-11-10,15.569788416247007,0.3408915368875348
New Hampshire,2020-11-10,15.491817660406735,0.06340041490411055
Puerto Rico,2020-11-10,13.88697192278429,0.21000559284641454
District of Columbia,2020-11-10,13.19799844829918,0.20357175904506336
Maine,2020-11-10,12.11442882717027,0.08517607538530966
Hawaii,2020-11-10,7.934580366929462,0.03027122311932987
Vermont,2020-11-10,5.131734203631173,0.022353540401629256
Guam,2020-11-10,,
Northern Mariana Islands,2020-11-10,,
Virgin Islands,2020-11-10,,
American Samoa,2020-11-10,,
North Dakota,2020-11-09,177.4820182692017,1.9550650789327921
South Dakota,2020-11-09,137.0054463946681,1.6027475672581568
Iowa,2020-11-09,123.99398633459488,0.52500756460809
Wisconsin,2020-11-09,101.86274590750465,0.4694191243656219
Nebraska,2020-11-09,95.75082362844353,0.39963343610115337
Wyoming,2020-11-09,95.0259374075055,0.6058119871152445
Minnesota,2020-11-09,79.35177259538503,0.486350551283429
Montana,2020-11-09,78.01055252493398,0.9545281251617945
Utah,2020-11-09,77.55863851406392,0.2122675456841832
Illinois,2020-11-09,77.15311417870383,0.5269568984732849
Kansas,2020-11-09,70.60150918252042,0.3778108266844352
Idaho,2020-11-09,68.26043433845929,0.5375645305459785
Alaska,2020-11-09,62.824264548341695,0.0
Indiana,2020-11-09,62.60036420269468,0.5848881285642087
Missouri,2020-11-09,58.110958838818945,0.28450398370867835
Colorado,2020-11-09,56.15896862891893,0.2909281679566765
New Mexico,2020-11-09,55.801965040077725,0.6409191821432184
Rhode Island,2020-11-09,52.54536254569358,0.31116554669138335
Tennessee,2020-11-09,48.919573235490056,0.4874438885614645
Michigan,2020-11-09,48.56553902269077,0.41727045498085974
Oklahoma,2020-11-09,48.04088378650288,0.3261410689463741
Arkansas,2020-11-09,43.46635919471104,0.582980100038987
Nevada,2020-11-09,41.750044160411704,0.3199982072191069
Kentucky,2020-11-09,41.23241373538012,0.26855238181345364
Ohio,2020-11-09,40.40885783940756,0.22490380635790827
Mississippi,2020-11-09,30.326499315258847,0.45437347021459684
Connecticut,2020-11-09,30.28551515465346,0.2838217409132959
Alabama,2020-11-09,29.124541134575768,0.32447664842218626
West Virginia,2020-11-09,28.21801806591089,0.5460087095588072
Texas,2020-11-09,27.73539471068846,0.3429396263550305
Massachusetts,2020-11-09,25.20533822147276,0.2897648254188659
New Jersey,2020-11-09,25.1059659741461,0.13313098023016168
Pennsylvania,2020-11-09,25.076559335241658,0.21862941221482526
Florida,2020-11-09,23.983342195116514,0.23141578430302367
Delaware,2020-11-09,23.58838302637279,0.13337868898054223
North Carolina,2020-11-09,23.15733819226821,0.30952596493323137
Arizona,2020-11-09,23.02721021087767,0.3625388090823222
South Carolina,2020-11-09,21.00085226037823,0.26690914684074574
Maryland,2020-11-09,19.801850756563518,0.15605560279331254
Oregon,2020-11-09,17.647832242389306,0.14317372723925498
Washington,2020-11-09,17.471356924758787,0.15539590723541127
Virginia,2020-11-09,16.870781204047812,0.11939863941904402
Louisiana,2020-11-09,16.483768807492226,0.34957246579275697
New York,2020-11-09,15.213940245956842,0.11697756379537236
Georgia,2020-11-09,15.197241307194513,0.9207683843537818
California,2020-11-09,14.765663107545066,0.11990278849191087
New Hampshire,2020-11-09,14.523118297802071,0.06340041490411055
Puerto Rico,2020-11-09,14.199945980677606,0.1921660715464956
District of Columbia,2020-11-09,13.19799844829918,0.16228797574221834
Maine,2020-11-09,11.634005875654886,0.053048257476815665
Hawaii,2020-11-09,8.025394036287453,0.020415476057222468
Vermont,2020-11-09,4.47070808032585,0.022353540401629256
Guam,2020-11-09,,
American Samoa,2020-11-09,,
Virgin Islands,2020-11-09,,
Northern Mariana Islands,2020-11-09,,
North Dakota,2020-11-08,174.07973139563492,2.0300574810183707
South Dakota,2020-11-08,130.8370218819249,1.6027475672581568
Iowa,2020-11-08,107.74441605186074,0.5069475578593505
Wisconsin,2020-11-08,99.4913966775653,0.5086377247156996
Nebraska,2020-11-08,91.10035516061014,0.36283191345111204
Wyoming,2020-11-08,88.69606758784705,0.894870849538804
Montana,2020-11-08,83.16161554355858,1.0759621765877032
Minnesota,2020-11-08,76.86192153199889,0.4608657111099111
Utah,2020-11-08,72.80903354997699,0.20340988356919495
Illinois,2020-11-08,72.27464233801216,0.5191082702565246
Kansas,2020-11-08,70.32192917077393,0.36304185800495276
Idaho,2020-11-08,64.1149738229446,0.45604626133274956
Alaska,2020-11-08,60.46067601615323,0.0189846468448873
Indiana,2020-11-08,60.34180539453947,0.5657604636545974
Missouri,2020-11-08,57.23198353631107,0.2960930731196458
Colorado,2020-11-08,52.85815417050884,0.26582090904430183
New Mexico,2020-11-08,52.14734173638989,0.6270795274282868
Rhode Island,2020-11-08,47.37093486803838,0.31116554669138335
Michigan,2020-11-08,45.25708752025202,0.35154360556287245
Oklahoma,2020-11-08,44.008501985377414,0.33704625243369457
Tennessee,2020-11-08,43.09978862660469,0.5106344008354493
Arkansas,2020-11-08,41.75524458122154,0.6018929433527163
Nevada,2020-11-08,40.22914639901503,0.32955531124521814
Kentucky,2020-11-08,38.99134410914685,0.24303990554117555
Ohio,2020-11-08,38.21277354385264,0.26151804337623646
Mississippi,2020-11-08,29.604256444770353,0.45437347021459684
Alabama,2020-11-08,28.355903828067476,0.32447664842218626
West Virginia,2020-11-08,27.85419684666126,0.348315900925446
Connecticut,2020-11-08,27.662543227534627,0.2200038346724364
Texas,2020-11-08,26.934052497322035,0.3394555297751765
Florida,2020-11-08,24.47091633185559,0.2226831131972492
Massachusetts,2020-11-08,24.199564512443878,0.28150652789442826
New Jersey,2020-11-08,23.99949711063117,0.12022198973566879
Arizona,2020-11-08,23.487355622405232,0.3685346432325299
Pennsylvania,2020-11-08,22.976155339320655,0.22534445844713774
North Carolina,2020-11-08,22.902802683457214,0.30817768755019925
Delaware,2020-11-08,21.81620416658481,0.11786953909908382
South Carolina,2020-11-08,21.53762091308891,0.28107087018085897
Maryland,2020-11-08,18.560687425757745,0.14182359660007302
Oregon,2020-11-08,17.10926040509097,0.13291294345377505
Washington,2020-11-08,17.09222275996667,0.1384098473497301
Virginia,2020-11-08,16.407861995366112,0.11352849982125425
Louisiana,2020-11-08,16.128187729641645,0.3371260551015477
Puerto Rico,2020-11-08,15.912540025469829,0.17870818705708302
Georgia,2020-11-08,14.937342405395706,0.9058436851648967
New York,2020-11-08,14.10940799988374,0.110376467675686
New Hampshire,2020-11-08,13.417297107614095,0.06340041490411055
California,2020-11-08,13.302662016336157,0.10905769124058687
District of Columbia,2020-11-08,12.853492394530612,0.16228797574221834
Maine,2020-11-08,10.48188738228517,0.053048257476815665
Hawaii,2020-11-08,8.166190422888988,0.020415476057222468
Vermont,2020-11-08,4.47070808032585,0.022353540401629256
Guam,2020-11-08,,
Northern Mariana Islands,2020-11-08,,
Virgin Islands,2020-11-08,,
American Samoa,2020-11-08,,
North Dakota,2020-11-07,174.56915549345658,1.9550650789327921
South Dakota,2020-11-07,129.2818806780506,1.5868787794635215
Iowa,2020-11-07,98.42038309393264,0.5703160025917694
Wisconsin,2020-11-07,97.39285753602607,0.5136260554619813
Nebraska,2020-11-07,86.36125203963368,0.3778635212940867
Montana,2020-11-07,82.66364179778877,0.9413492358597578
Wyoming,2020-11-07,81.57518040215531,0.894870849538804
Utah,2020-11-07,70.40481097590875,0.24390205323771277
Illinois,2020-11-07,68.87846242233783,0.5023122058726576
Minnesota,2020-11-07,67.42148129653322,0.42771759731778297
Kansas,2020-11-07,62.947061833893756,0.35823335657442357
Idaho,2020-11-07,62.73885422937302,0.4395145843594374
Alaska,2020-11-07,57.16683978856527,0.03932533989298083
Indiana,2020-11-07,56.281510212828145,0.555001152142941
Missouri,2020-11-07,53.512701968447644,0.29152272799982765
Colorado,2020-11-07,51.71199902239707,0.26090480240411656
New Mexico,2020-11-07,48.95706270986166,0.5865150222293488
Rhode Island,2020-11-07,47.37093486803838,0.31116554669138335
Michigan,2020-11-07,45.25708752025202,0.35154360556287245
Arkansas,2020-11-07,40.94464675288048,0.6778761208762951
Kentucky,2020-11-07,39.77775500055725,0.24303990554117555
Nevada,2020-11-07,37.59270390905328,0.3437261896287625
Tennessee,2020-11-07,37.01826142058874,0.5001469717179147
Ohio,2020-11-07,36.699784301081266,0.2505679911838392
Oklahoma,2020-11-07,32.5669356358318,0.33324211865904796
Alabama,2020-11-07,29.802545934620614,0.33613816731251706
Connecticut,2020-11-07,27.662543227534627,0.2200038346724364
Mississippi,2020-11-07,27.384958463501118,0.473459164984112
Texas,2020-11-07,26.280052728317635,0.3389677562539969
West Virginia,2020-11-07,24.9115089332784,0.348315900925446
New Jersey,2020-11-07,23.566540794655,0.12022198973566879
Florida,2020-11-07,23.159701070339082,0.22737809766271938
North Carolina,2020-11-07,22.851953365011433,0.31231882522665505
South Carolina,2020-11-07,22.84423658181631,0.22481735802429798
Arizona,2020-11-07,22.78416977078902,0.33465120838368206
Massachusetts,2020-11-07,22.767256980398425,0.2855632354502924
Pennsylvania,2020-11-07,21.97670659776717,0.22417322945312979
Delaware,2020-11-07,19.304755829113983,0.11786953909908382
Maryland,2020-11-07,18.047673249024694,0.1275915904068335
Virginia,2020-11-07,16.240210808453238,0.1095368048947572
Washington,2020-11-07,16.132908487204258,0.1384098473497301
Oregon,2020-11-07,15.905885227645035,0.13625366375602432
Louisiana,2020-11-07,15.530330829888037,0.2974262968623457
Puerto Rico,2020-11-07,14.987075736279294,0.17870818705708302
Georgia,2020-11-07,14.840759638670182,0.9071745500607209
California,2020-11-07,13.441347805428844,0.10905769124058687
New York,2020-11-07,13.205825400802949,0.11257683304891479
District of Columbia,2020-11-07,12.711134521072525,0.16228797574221834
